strategy,node,latency
RL,Edge,440.9512429526945
RL,Edge,125.35277351917854
RL,Edge,131.5761301198705
RL,Edge,419.3252782121348
RL,Edge,493.33830298579545
RL,Edge,487.26023958189853
RL,Edge,376.23848635769076
RL,Edge,62.73873796783789
RL,Edge,453.06051428203665
RL,Edge,486.82272096864443
RL,Edge,145.91961363162778
RL,Cloud,50.46550065361958
RL,Edge,213.82015947305675
RL,Edge,391.1275132977877
RL,Edge,216.03160135400108
RL,Edge,159.49315921783835
RL,Cloud,60.91758962564835
RL,Edge,97.32060144269474
RL,Edge,339.0944732092142
RL,Edge,496.3072463909064
RL,Cloud,74.2563252637619
RL,Edge,501.3260707903031
RL,Edge,453.81477340144704
RL,Edge,66.51597867460812
RL,Edge,201.92606334518507
RL,Edge,175.0059727538834
RL,Edge,186.78574773238097
RL,Edge,428.8863901393931
RL,Edge,325.4590534767807
RL,Edge,435.61893262640984
RL,Edge,242.73125114018728
RL,Edge,197.730061404105
RL,Edge,341.22754676787946
RL,Edge,132.3198835508281
RL,Edge,409.8622917914759
RL,Edge,177.28257719686007
RL,Edge,364.5451589930271
RL,Edge,167.67316962744647
RL,Edge,175.34757676914987
RL,Edge,219.382917397063
RL,Edge,205.8268443712205
RL,Edge,203.67956832984527
RL,Edge,312.7816410022369
RL,Edge,287.2845367563046
RL,Edge,67.32960506248428
RL,Edge,291.8768821399963
RL,Edge,193.70951406888966
RL,Edge,97.88120784705936
RL,Edge,417.7419129531196
RL,Edge,116.58768647884133
RL,Edge,450.85731491454385
